Attendance,InternalMarks,AssignmentMarks,PracticalMarks,QuizMarks,TotalScore
74.98,83.8,81.91,66.5,80.47,65.73349999999999
87.34,51.07,72.96,90.84,51.95,62.43900000000001
78.13,60.8,98.22,99.72,80.61,81.5225
54.17,79.8,60.95,92.04,54.48,79.57
59.28,68.93,79.39,67.31,85.52,69.553
60.97,84.31,85.01,85.56,69.5,69.9985
62.89,97.67,91.28,76.7,91.88,75.133
78.27,46.99,70.35,89.33,97.13,70.0655
75.2,82.57,84.35,57.65,70.86,67.03649999999999
60.16,53.82,65.16,81.91,73.03,61.923
53.38,64.87,71.77,88.68,79.51,83.1585
58.57,41.97,94.78,88.06,59.86,73.41400000000002
99.22,48.15,97.5,98.18,96.37,84.9385
73.43,59.19,85.94,52.92,71.65,60.438
93.37,60.52,68.72,67.29,58.34,57.0345
92.44,93.98,91.0,73.83,88.14,79.6475
75.58,84.51,51.29,65.49,60.96,71.588
85.33,98.33,55.14,65.49,57.18,68.083
59.64,75.94,83.07,58.81,78.14,72.521
84.42,54.5,64.56,90.65,83.57,79.65599999999999
63.62,59.66,97.57,95.4,78.48,71.75
91.6,59.19,71.8,54.12,82.83,62.1725
54.19,59.59,71.47,57.74,55.78,66.289
88.66,80.38,83.9,61.42,73.8,70.0005
55.0,71.85,88.38,75.45,67.85,68.58949999999999
94.06,63.13,73.78,89.56,98.67,76.12650000000001
65.21,48.95,60.7,53.57,52.48,55.749
82.72,41.33,88.67,81.84,64.91,75.4605
74.38,53.13,66.02,57.47,97.09,60.525
68.32,46.45,58.76,98.57,99.17,71.3695
82.27,87.13,81.58,94.94,91.25,83.231
97.38,46.75,54.52,97.48,53.8,74.50450000000001
52.06,83.45,98.57,55.31,78.07,71.603
95.94,63.14,81.62,74.4,70.01,78.135
80.45,44.4,99.29,58.26,90.32,72.8885
90.37,88.76,66.94,80.02,52.75,73.116
69.19,74.78,98.56,61.64,59.86,67.849
73.59,54.15,57.28,88.53,74.46,72.19699999999999
93.44,93.68,52.03,82.2,57.88,75.0295
70.74,42.72,51.65,78.58,84.64,71.0435
76.73,52.11,73.24,91.26,91.04,82.1895
51.01,85.12,54.15,75.01,85.23,74.614
57.93,82.56,75.61,63.49,72.01,71.21849999999999
82.08,57.36,66.38,81.04,93.92,63.64500000000001
85.85,43.72,66.78,97.85,56.88,63.0205
79.13,91.48,81.78,80.06,63.02,73.3965
57.17,58.82,58.15,81.48,74.48,61.565
72.27,51.74,88.33,96.74,53.07,74.547
67.75,70.96,79.1,75.76,54.78,69.9075
74.78,94.61,95.75,99.82,69.87,86.547
93.52,42.61,68.24,57.98,97.19,64.9505
88.79,85.95,99.14,76.85,95.42,79.8405
54.2,74.35,78.79,60.65,73.3,70.42599999999999
94.52,65.53,98.67,72.67,57.11,66.597
73.59,84.64,51.35,58.53,58.91,70.331
87.19,97.95,86.4,61.13,68.88,66.8595
57.0,53.75,90.83,60.54,60.5,73.9315
83.54,48.62,52.66,66.0,54.15,55.67949999999999
61.82,94.77,78.95,56.73,83.69,71.341
71.92,80.14,90.1,90.47,79.07,73.7165
50.84,66.28,78.05,61.03,64.56,59.0395
57.58,74.4,53.19,70.83,88.95,69.62
54.6,84.74,84.67,50.8,88.8,70.6815
61.99,86.38,53.03,55.24,74.55,62.72349999999999
55.0,95.19,90.87,94.81,54.83,84.32
84.6,65.61,52.15,91.86,95.92,73.499
51.45,57.6,56.87,92.05,83.43,72.0935
80.89,78.38,63.76,70.57,62.35,73.98949999999999
57.04,64.94,81.67,57.08,80.52,72.14
97.26,75.68,98.82,55.39,70.25,72.407
96.65,65.2,55.89,80.28,81.77,68.402
61.28,49.18,57.14,91.41,73.69,65.9575
80.72,68.17,68.44,95.01,74.27,85.449
51.4,81.46,91.81,64.44,86.79,71.15650000000001
96.59,87.96,73.36,66.05,80.69,78.70949999999999
76.15,69.6,66.08,55.04,54.0,61.214
52.16,49.91,78.06,88.72,53.27,80.21350000000001
67.12,64.88,63.03,63.78,65.25,64.828
53.84,87.18,70.06,74.05,71.51,68.6845
69.65,64.77,66.63,96.44,63.76,79.40549999999999
83.5,81.79,90.21,87.61,82.57,86.4325
73.49,70.43,96.21,52.64,59.76,73.6065
69.19,54.47,87.98,50.41,85.21,69.57900000000001
55.96,87.77,71.95,89.37,88.66,84.28
62.25,45.05,75.22,77.63,56.22,69.8665
55.01,71.49,56.25,86.02,82.54,76.5635
90.37,52.53,87.34,57.84,98.07,72.902
56.76,44.02,79.82,93.6,59.64,70.07249999999999
79.77,70.18,95.12,88.67,95.47,82.5555
67.14,69.97,60.03,94.54,80.3,77.572
61.3,82.41,87.99,67.05,79.55,73.5725
81.97,84.69,84.23,63.79,52.6,75.4
72.85,83.67,63.29,57.59,87.42,64.493
70.01,64.57,83.37,96.5,73.91,75.5195
79.64,77.9,96.22,58.84,86.06,69.52600000000001
74.56,74.62,95.92,55.97,90.46,68.0655
65.17,65.29,85.98,59.63,76.19,67.5685
77.95,75.83,52.4,88.57,63.18,75.886
83.47,96.83,93.61,94.48,57.08,86.1455
51.33,51.57,82.89,90.55,58.03,78.40950000000001
73.29,94.35,65.52,78.16,93.35,72.25099999999999
52.88,43.21,59.36,99.69,56.18,78.083
59.32,58.5,55.81,53.44,69.23,62.404
78.03,57.29,52.51,93.36,66.71,65.2815
93.31,77.58,87.71,71.39,93.27,78.845
94.14,47.87,61.79,72.76,73.88,72.88
53.5,92.94,51.21,56.38,99.82,61.536
70.96,89.71,69.86,51.67,86.85,68.07400000000001
79.15,79.12,74.13,65.83,92.55,80.239
57.35,67.5,58.46,58.74,54.93,57.004000000000005
88.27,95.98,52.2,74.17,62.66,71.9965
87.21,89.84,59.46,57.37,56.77,62.9655
95.17,69.96,83.96,56.9,73.18,63.79600000000001
50.42,82.11,54.11,93.85,85.91,79.9465
60.83,74.02,77.75,96.06,58.45,69.0835
91.36,75.28,57.32,98.21,56.51,80.199
83.53,59.86,59.78,84.03,80.73,65.9105
94.72,67.73,69.65,88.55,61.52,72.749
52.86,44.69,55.04,91.79,73.97,67.49849999999999
79.85,61.44,58.66,82.95,52.56,68.601
78.45,81.75,67.45,66.51,84.03,69.0485
51.78,97.19,66.48,57.82,77.07,72.486
75.68,97.78,87.46,61.86,82.37,80.67850000000001
80.48,73.34,53.74,92.02,63.77,79.65
59.56,76.4,93.02,84.8,63.93,79.8685
63.67,51.14,90.81,72.79,90.07,76.219
82.02,81.72,88.3,51.47,85.93,73.98949999999999
73.42,44.24,65.47,63.31,78.99,61.84599999999999
92.9,57.08,91.14,86.44,81.41,75.3985
67.12,80.1,59.14,75.62,54.7,65.37199999999999
63.33,58.62,56.22,71.78,92.81,66.3685
99.24,42.99,52.25,65.68,88.5,68.63
95.56,89.91,96.97,80.35,79.52,83.04149999999998
51.45,58.62,65.4,98.32,95.93,81.3795
88.54,43.79,95.88,95.06,58.43,71.864
55.52,44.49,63.63,51.52,84.33,56.724500000000006
51.37,55.11,95.38,74.05,98.15,72.646
63.68,50.68,95.2,66.47,65.5,76.443
63.47,86.46,96.18,75.53,50.76,70.7885
90.97,59.3,74.81,80.31,86.74,80.13600000000001
85.53,88.28,93.3,60.0,50.35,65.08699999999999
99.08,50.43,97.54,89.08,93.63,82.3175
85.58,69.57,66.23,73.75,52.82,71.587
70.91,81.28,70.94,99.6,82.64,84.12950000000001
84.95,79.12,85.96,51.26,68.86,57.881
99.97,76.07,65.02,59.49,60.17,60.29750000000001
85.51,95.49,87.69,84.48,94.91,80.00200000000001
88.08,53.71,53.69,84.76,87.31,78.589
96.92,69.62,76.17,79.11,67.02,69.4285
55.68,93.04,56.12,98.6,64.21,72.02
85.24,44.67,64.67,70.77,86.8,65.61449999999999
92.54,43.35,62.93,70.85,91.83,64.4325
97.72,54.0,91.95,95.52,85.79,82.9025
60.55,77.98,59.68,76.92,82.0,79.5325
75.2,55.59,90.42,67.69,61.4,71.056
84.03,51.41,89.7,85.95,92.64,81.7705
62.37,67.53,74.94,80.98,87.48,79.67000000000002
80.02,76.82,61.69,65.32,75.86,63.901
62.88,54.91,61.34,64.9,75.58,69.933
66.67,58.04,73.25,69.78,78.46,71.03099999999999
72.08,76.81,50.44,53.58,91.41,62.725
76.46,96.74,76.57,97.13,87.11,88.619
72.47,80.48,97.64,59.15,92.81,72.10399999999998
74.66,86.97,57.74,59.69,75.36,60.247
64.93,62.01,78.67,82.35,81.23,78.93
57.95,56.34,98.09,86.21,92.73,85.658
52.37,67.26,93.03,86.84,61.62,80.43
59.8,88.43,92.52,68.75,72.2,69.675
79.1,67.38,91.09,93.67,81.03,85.5195
89.31,90.8,65.45,77.2,95.76,66.8435
58.46,99.33,94.53,71.93,50.79,71.112
55.43,44.32,97.07,90.52,60.63,72.905
87.46,42.72,74.79,62.18,61.72,53.655
65.26,48.98,67.73,93.01,66.33,70.54750000000001
97.57,63.06,70.71,76.94,64.09,72.39399999999999
85.72,47.86,66.71,95.0,79.51,81.124
66.34,92.24,60.62,60.08,94.28,76.08099999999999
64.48,41.39,80.92,96.8,81.85,79.884
76.18,58.95,78.13,84.39,62.08,70.372
53.96,51.08,73.13,80.92,93.19,74.3615
55.88,95.89,54.79,71.1,81.6,76.267
58.79,80.17,89.84,97.82,60.95,80.85749999999999
88.74,94.72,58.75,72.2,68.08,73.3485
75.69,98.34,55.73,74.93,89.5,73.8245
50.53,69.83,81.15,89.07,86.95,74.7955
83.68,54.06,69.93,64.24,78.83,68.481
71.18,51.62,52.99,64.57,57.24,63.839
75.54,53.38,67.78,88.76,90.16,79.0605
60.71,82.52,88.59,56.43,65.38,65.4635
77.59,42.43,80.76,91.15,88.58,77.3015
98.96,43.08,68.14,81.26,82.38,75.0215
53.67,76.49,59.59,76.95,63.21,75.353
64.2,78.52,81.59,61.46,60.62,65.729
62.15,79.92,94.38,89.32,56.55,75.29849999999999
62.43,62.31,82.31,90.25,62.1,80.108
68.94,88.36,90.65,74.15,57.89,75.01050000000001
90.91,72.02,76.08,69.46,80.85,62.2255
95.64,46.33,85.9,62.31,79.94,63.339
60.11,87.83,94.81,87.71,79.31,86.0
77.15,97.18,88.66,81.97,82.09,83.2735
81.84,43.6,95.49,60.33,90.74,69.3965
76.09,63.48,71.56,89.72,95.68,76.4625
71.7,69.25,95.21,94.11,61.52,82.4665
59.6,48.79,81.08,52.96,79.39,59.5425
74.41,92.06,93.5,88.62,53.92,80.31700000000001
70.06,57.05,51.97,92.64,56.01,60.26599999999999
89.78,86.98,82.89,99.58,82.72,81.50399999999999
88.18,80.26,92.4,61.88,74.33,71.186
56.7,75.88,58.71,68.55,87.92,74.62299999999999
54.43,51.53,83.09,98.31,71.28,78.464
95.41,53.24,91.25,54.7,56.38,63.484
76.78,42.84,64.4,76.19,93.6,61.553
92.89,54.44,70.26,75.34,54.14,65.301
52.91,60.73,78.48,80.33,59.45,71.6155
76.33,89.99,75.96,66.54,63.85,65.0495
76.97,61.98,51.96,96.3,99.76,69.617
93.04,85.28,54.93,63.5,70.84,69.5805
54.88,66.37,55.02,82.48,75.09,73.144
62.02,87.09,63.11,74.8,88.48,71.1305
70.33,98.58,62.29,63.33,81.82,71.7815
93.29,54.39,87.11,59.44,92.07,72.854
96.94,91.74,78.64,97.83,74.32,90.2355
99.64,77.31,88.2,78.06,98.61,76.25300000000001
97.96,89.04,53.49,80.21,89.84,80.9765
50.3,79.1,74.26,89.14,70.07,77.793
52.39,65.44,66.19,54.06,69.06,67.81099999999999
57.38,53.68,92.5,85.69,96.47,76.75099999999999
67.44,44.2,85.39,58.26,84.22,67.6485
91.5,72.13,93.46,87.02,81.07,83.809
94.63,99.42,52.32,57.07,87.89,66.3685
59.34,84.28,86.04,91.62,78.04,84.643
80.98,59.64,77.0,84.05,57.96,65.83699999999999
95.87,89.63,91.25,69.29,65.96,66.36500000000001
73.19,86.14,75.36,67.94,77.9,73.5795
55.18,56.9,77.01,57.45,50.91,71.5475
72.89,40.86,52.59,95.2,71.87,70.0545
68.79,47.09,83.43,55.93,87.79,65.861
78.88,92.64,63.66,73.6,58.21,75.2635
71.93,90.19,50.98,61.83,53.23,61.65
50.87,57.71,53.32,99.82,91.8,75.91049999999998
99.7,57.11,97.86,79.29,80.86,78.4435
77.18,87.57,67.3,57.48,58.83,71.3125
73.68,96.26,93.4,83.38,90.32,75.455
97.73,86.75,97.98,99.58,82.91,86.517
57.79,76.33,97.16,80.25,66.71,72.577
59.46,54.56,94.09,72.87,68.81,66.8445
90.4,71.54,94.74,64.66,57.79,67.41149999999999
63.04,54.01,64.45,54.61,91.76,64.658
89.96,88.48,57.57,61.41,75.45,65.36800000000001
63.58,63.22,81.96,77.68,77.85,69.93849999999999
51.66,90.02,74.41,87.69,94.17,85.136
75.85,62.9,54.94,93.9,50.79,76.525
59.83,89.45,83.88,89.69,53.35,74.4115
87.89,60.0,78.14,56.27,58.08,67.35
82.06,66.41,93.15,88.67,51.5,73.57
96.18,76.93,80.46,79.08,82.91,80.1235
89.15,44.22,78.7,73.46,81.69,69.6725
59.04,96.89,72.04,78.64,60.54,80.4255
90.01,74.42,73.14,50.4,57.47,55.68599999999999
82.09,70.47,97.72,53.39,57.28,68.76599999999999
83.45,90.36,56.92,76.29,97.66,75.73500000000001
91.61,91.95,72.31,58.68,84.68,68.986
78.69,71.34,82.79,77.28,79.27,72.19800000000001
73.3,95.64,71.65,67.71,66.12,72.1185
81.83,43.88,64.16,95.37,71.65,75.2845
64.9,46.79,64.37,97.48,54.47,62.4825
59.13,75.81,61.68,98.99,99.91,83.0315
80.83,61.24,67.2,94.95,87.75,73.3085
61.69,67.85,93.58,99.29,81.07,75.7135
54.0,59.68,75.26,85.31,79.39,73.9255
50.03,64.28,62.01,98.03,75.22,70.887
80.42,89.36,69.23,82.09,62.87,74.19
68.11,75.61,55.29,90.46,61.32,68.75999999999999
87.62,99.84,95.2,56.6,77.48,77.114
68.76,87.21,70.41,84.13,53.51,74.6755
74.3,56.42,99.02,96.56,53.72,85.1785
70.35,55.86,67.38,77.0,78.04,69.06
82.53,60.15,91.82,59.34,95.99,73.19149999999999
67.81,90.6,62.82,76.34,95.71,73.856
98.19,41.64,53.81,85.35,50.54,62.794
96.81,53.81,51.59,88.49,55.37,66.7465
92.4,94.3,80.31,76.19,79.15,73.961
96.02,78.39,65.58,60.87,92.42,69.146
72.46,53.61,72.18,96.33,97.72,71.88949999999998
76.82,53.15,90.93,88.68,93.03,70.444
87.1,91.76,62.41,63.53,83.88,65.3425
84.81,93.63,65.43,90.59,60.03,81.974
94.53,55.37,92.27,67.39,53.63,71.95599999999999
85.82,65.23,74.64,65.62,52.38,63.047
99.89,90.08,91.38,93.15,80.6,84.074
67.43,86.26,68.72,93.66,51.81,70.906
91.65,88.83,69.92,69.92,86.96,69.2295
84.88,71.1,58.36,50.45,85.62,67.18849999999999
84.57,94.69,95.82,59.33,53.98,74.1035
66.29,59.56,94.84,95.46,95.33,75.4185
89.28,49.4,99.21,94.94,76.1,72.691
95.02,82.52,70.12,72.67,95.22,78.0265
60.93,72.36,90.93,65.21,95.08,70.592
81.27,91.28,70.75,65.14,59.85,66.129
69.61,44.87,72.71,94.86,69.03,73.618
99.48,90.62,91.5,66.24,56.73,72.3755
73.94,57.6,58.87,75.58,88.75,69.327
61.42,79.29,61.02,86.55,75.21,81.0975
69.09,42.41,65.74,60.47,96.44,60.74249999999999
82.69,76.57,89.41,62.69,60.41,72.47749999999999
53.8,83.04,68.63,67.9,84.42,68.4525
80.18,62.13,67.91,82.71,99.46,75.75999999999999
96.56,52.92,99.94,90.87,83.27,84.14699999999999
92.52,72.26,69.19,77.34,53.44,71.37599999999999
53.38,89.99,62.39,56.65,79.42,73.554
99.67,59.41,81.16,72.31,58.99,74.2925
84.94,55.15,90.09,56.38,51.53,60.618
58.11,56.74,53.48,54.41,66.75,62.82849999999999
50.62,96.95,80.94,79.48,63.31,82.191
58.56,61.56,51.79,97.81,89.44,75.5095
91.91,40.22,76.32,91.88,68.68,67.5005
51.08,86.9,62.85,88.72,86.65,72.67349999999999
61.66,81.96,65.33,86.35,50.81,69.17450000000001
87.87,47.71,73.35,94.86,50.74,67.6635
79.31,99.09,96.36,87.64,51.47,80.5915
89.14,76.48,85.53,81.34,60.97,67.2105
87.31,70.05,96.84,68.23,68.7,65.7625
52.53,62.93,83.0,55.05,80.39,67.896
94.63,93.92,50.36,73.05,99.3,74.7145
61.35,54.64,63.28,96.24,67.72,74.892
77.67,57.15,95.29,79.16,52.78,76.632
82.21,47.34,82.17,59.23,59.75,57.928
58.43,85.55,99.08,82.45,94.89,77.7885
98.81,75.73,57.8,73.27,84.97,63.35
74.41,76.54,64.84,96.57,89.51,78.2515
52.88,53.11,68.12,58.05,56.21,52.343
96.86,79.07,66.33,85.6,56.75,79.17999999999999
79.31,85.93,62.6,84.08,55.61,71.3345
84.96,61.47,72.17,99.18,92.86,87.1185
76.26,88.08,82.11,78.25,60.5,74.61850000000001
91.74,60.93,65.56,93.58,82.16,74.4435
51.66,85.49,53.98,51.24,75.81,67.756
63.42,42.02,85.43,56.14,77.22,65.84400000000001
73.48,73.07,72.95,67.3,59.77,69.82
53.83,98.17,77.82,80.97,81.76,83.158
85.3,98.87,72.77,72.45,52.16,73.992
69.68,56.91,94.52,60.13,99.67,74.96799999999999
63.63,66.48,77.94,79.46,51.34,70.9725
50.17,43.78,96.16,78.33,52.51,75.93599999999999
85.99,92.4,75.53,76.22,66.23,70.021
91.69,74.11,64.63,54.53,91.58,61.77799999999999
69.75,63.11,67.77,96.35,62.86,79.9705
78.21,46.77,76.11,79.61,73.6,66.725
61.38,96.81,76.5,63.2,50.9,64.73400000000001
81.11,71.81,84.37,84.37,53.94,69.047
50.61,56.98,61.22,65.9,80.4,69.21
74.43,61.01,82.94,75.29,59.72,75.0065
82.21,56.24,88.93,67.06,84.71,71.587
95.91,76.11,83.83,94.02,89.27,87.2165
69.07,95.8,74.09,99.7,92.52,86.19300000000001
88.26,91.4,99.58,58.06,56.69,65.174
79.88,67.62,70.24,51.18,72.78,59.5335
96.35,89.59,55.33,60.97,97.35,71.479
69.92,65.39,91.08,79.5,88.6,75.56299999999999
65.95,55.14,60.61,58.7,55.85,54.81999999999999
94.36,99.0,85.66,90.57,75.13,80.86299999999999
52.46,58.23,58.95,70.43,96.12,68.8405
56.82,59.42,50.84,80.53,72.0,65.19800000000001
54.12,99.38,57.99,72.78,91.87,81.524
92.16,48.04,68.85,95.17,74.79,79.45599999999999
50.53,85.63,55.33,51.76,55.34,67.0285
93.08,96.15,59.88,86.47,57.39,82.46700000000001
72.56,70.71,88.23,82.61,52.33,72.18950000000001
50.2,40.15,88.49,82.48,59.77,72.452
70.08,62.5,90.87,70.7,94.68,76.536
59.34,46.69,92.06,50.78,82.51,65.5
81.22,64.97,71.02,84.46,86.94,79.268
83.97,87.4,93.38,91.47,81.08,80.2135
74.38,66.32,76.3,54.26,69.33,64.4765
52.03,65.92,73.53,72.08,60.84,60.8305
82.81,73.41,85.93,58.13,96.28,78.87549999999999
92.1,74.9,60.69,80.55,75.74,74.80749999999999
86.02,91.38,89.47,89.28,74.05,87.949
91.5,58.5,71.47,83.34,99.81,77.0085
60.03,89.3,56.36,65.9,69.2,63.094
94.44,73.96,55.97,56.99,92.71,60.3575
66.11,58.03,58.25,89.71,93.12,79.167
50.67,57.71,94.53,66.2,61.63,66.694
92.17,61.67,99.55,51.11,54.74,63.33749999999999
97.09,77.36,67.85,78.57,98.78,75.49549999999999
82.78,53.85,64.61,62.33,71.29,64.2045
61.57,95.22,60.94,92.06,50.11,78.348
62.59,74.49,91.19,57.16,74.95,67.7925
73.33,95.2,60.46,71.74,80.97,76.4905
94.89,42.78,96.2,62.66,88.8,72.7525
57.48,60.56,83.37,84.48,97.15,70.316
91.3,41.37,94.86,77.43,95.76,68.617
64.57,56.34,77.7,89.55,97.01,74.4345
90.43,91.72,84.53,72.93,51.61,81.5925
96.01,42.2,80.97,50.24,85.59,61.7765
71.37,66.17,91.56,60.76,61.29,68.044
68.25,47.05,91.79,99.96,59.38,77.9045
90.11,65.01,79.49,70.27,90.02,71.3505
76.47,90.33,81.63,81.01,70.86,82.6005
84.22,77.38,96.09,95.25,95.83,90.711
81.14,84.21,96.49,51.03,52.12,69.761
57.64,60.95,83.21,82.98,90.11,75.4065
92.24,96.66,50.39,64.42,56.84,62.8625
59.79,82.56,55.22,63.96,58.83,70.308
96.61,65.31,92.9,61.24,73.87,73.90800000000002
62.53,65.59,54.24,91.14,69.78,71.137
86.69,95.12,60.68,68.65,74.31,68.54100000000001
64.23,74.58,61.53,53.36,97.0,74.8245
65.89,82.38,80.01,54.84,82.87,69.3475
65.5,65.02,78.83,57.43,64.52,66.8235
87.39,53.42,64.47,94.95,58.65,65.6035
77.84,83.41,60.38,71.37,71.0,67.9745
94.15,76.47,88.23,95.8,72.58,87.813
65.37,70.08,96.77,90.87,80.06,80.607
84.6,77.44,52.64,91.89,63.3,75.29650000000001
87.65,52.5,56.66,64.34,88.38,61.5665
57.57,87.64,82.11,63.57,54.92,70.823
70.03,96.89,90.22,78.0,78.02,84.4035
74.14,93.47,89.56,70.9,81.18,78.235
67.78,59.29,85.98,75.45,60.34,76.3995
66.11,64.36,94.37,52.66,91.3,76.1275
84.32,88.5,60.87,98.58,80.77,86.114
60.79,75.71,55.36,52.91,82.29,70.7375
85.47,72.87,80.77,58.94,74.89,60.282
96.75,95.6,91.11,83.91,95.48,87.2925
78.26,72.16,79.1,57.78,84.7,61.09049999999999
80.57,70.9,98.15,55.34,69.09,60.06349999999999
53.45,42.52,89.78,57.68,61.93,54.33699999999999
93.22,44.17,85.04,53.1,53.55,58.56400000000001
64.27,40.45,53.01,62.57,58.27,61.2895
80.75,94.79,55.39,63.56,99.63,68.22800000000001
98.96,64.5,89.24,74.93,70.34,66.01650000000001
79.78,68.11,59.91,71.94,94.93,70.4155
86.24,90.72,51.44,73.69,58.53,66.6515
72.27,76.55,95.54,80.8,71.27,80.55300000000001
53.02,76.57,94.54,61.55,98.03,71.9045
89.88,57.79,60.92,56.74,54.56,53.632
51.75,90.03,89.01,93.94,79.7,77.583
85.03,49.95,52.4,81.7,95.96,68.99350000000001
51.15,43.19,64.25,53.03,97.48,64.4305
93.12,51.5,81.18,98.05,92.3,77.9395
57.88,56.06,88.16,84.65,92.8,74.5105
75.71,56.94,50.52,57.59,82.61,61.502
79.86,80.23,66.31,98.46,61.02,77.39599999999999
72.88,53.07,60.72,68.27,86.53,72.4125
67.04,80.6,99.94,99.23,98.92,82.692
73.39,45.47,83.55,55.16,76.3,68.991
65.57,48.83,70.28,58.0,63.03,62.552
71.91,70.53,53.78,82.87,78.67,66.187
67.95,95.31,79.93,51.11,84.53,77.1345
78.31,91.57,82.09,50.93,60.41,70.5715
61.9,98.13,90.82,89.6,85.96,88.591
99.43,79.03,64.43,58.39,79.37,63.643
75.04,80.55,99.07,95.94,80.62,82.3095
59.71,77.5,71.97,71.29,65.3,67.5625
73.85,77.37,64.8,93.68,57.76,67.663
93.32,48.83,67.42,70.89,81.17,73.1815
51.09,72.62,75.98,76.51,79.31,76.96650000000001
83.98,63.16,96.84,65.83,66.9,64.7965
77.4,66.55,86.76,82.9,64.79,77.3255
58.48,71.42,78.86,65.91,67.36,73.8685
90.87,47.7,58.14,61.16,74.49,55.483
68.44,61.57,57.47,54.05,98.74,62.5625
64.69,43.81,75.11,52.88,88.18,62.95750000000001
91.41,98.78,86.44,65.3,92.59,82.607
81.93,47.11,87.55,86.82,75.28,79.953
94.91,55.51,61.3,60.28,76.31,56.804
81.49,93.48,55.0,64.96,60.22,69.08699999999999
87.04,68.96,69.22,95.26,86.05,82.78500000000001
91.82,48.14,95.91,81.96,71.08,79.47099999999999
52.74,63.05,77.27,95.99,87.12,75.22200000000001
88.8,46.95,66.0,95.56,70.45,75.19300000000001
80.69,52.01,66.18,53.17,55.43,66.14
53.48,43.12,56.6,97.75,58.65,65.6605
75.43,66.29,73.66,52.56,90.58,65.936
54.12,88.4,89.57,96.28,62.93,88.0125
86.8,75.16,98.43,77.34,63.22,71.2925
77.33,76.38,75.08,76.66,96.47,82.88149999999999
97.68,52.04,58.36,85.66,82.88,67.7585
59.16,60.63,84.15,93.96,55.72,68.7745
80.3,90.71,87.84,80.85,57.18,70.318
60.58,45.27,53.58,71.27,63.62,56.77799999999999
80.7,91.48,92.51,55.59,79.7,65.99549999999999
86.13,69.02,91.47,89.46,87.64,84.878
86.12,90.23,73.63,56.41,63.72,65.594
90.75,59.08,78.02,86.32,93.53,83.824
92.68,60.33,85.67,76.4,55.46,68.39849999999998
53.86,85.1,83.84,69.29,60.38,71.07849999999999
67.16,87.1,50.83,80.65,98.52,74.7315
84.36,53.78,56.12,88.62,56.74,69.285
74.93,98.37,58.13,97.06,94.41,79.99900000000001
59.53,45.07,87.78,63.23,85.2,63.7865
77.64,44.11,72.0,97.36,53.65,75.842
70.37,75.73,77.28,98.05,74.19,76.4655
69.5,83.36,88.63,90.68,75.95,74.6125
90.49,97.65,67.05,94.07,96.61,85.257
70.38,64.3,87.44,84.62,71.06,79.138
51.32,41.52,72.11,51.95,72.34,58.871
52.9,76.17,68.86,78.75,55.62,76.7165
92.81,57.38,66.65,87.36,81.96,75.241
98.03,65.98,98.25,97.09,60.54,84.3055
84.42,69.31,88.6,78.52,53.88,71.07799999999999
68.22,43.87,51.01,89.71,99.85,77.3075
96.93,69.16,97.87,85.25,63.48,73.33
83.14,65.58,88.77,64.04,57.05,70.80449999999999
92.22,82.75,57.46,57.74,84.97,66.0755
88.29,78.74,53.82,87.55,91.08,78.2195
68.96,51.11,65.41,61.69,53.2,54.3325
73.94,52.37,81.21,62.23,55.27,59.4105
59.31,55.06,80.83,82.2,54.51,72.892
64.6,50.74,63.79,89.45,52.35,69.68450000000001
88.91,79.43,72.28,79.12,82.97,72.177
94.7,99.67,60.59,94.25,79.42,81.2535
86.22,79.13,52.53,60.57,83.14,68.9965
73.26,76.4,75.85,62.62,75.28,64.264
54.33,64.6,67.35,81.85,90.88,70.003
52.85,58.75,77.14,91.47,77.33,84.57000000000001
68.72,94.66,97.33,76.97,95.94,82.78349999999999
73.19,98.14,57.17,50.52,74.28,65.898
80.46,69.81,50.1,83.85,89.53,77.777
50.32,57.41,53.84,90.68,70.37,70.461
99.49,86.21,73.14,63.83,71.76,66.78750000000001
68.2,47.95,85.35,52.71,92.45,61.488
92.4,85.94,79.04,75.9,55.38,69.1225
76.75,89.14,74.74,52.11,78.25,72.9175
56.52,47.49,67.7,70.8,86.32,63.038
89.88,98.61,65.5,50.89,87.52,65.098
85.49,99.13,68.81,61.25,79.57,76.59049999999999
76.37,96.2,80.58,69.44,72.4,67.664
75.73,69.76,58.39,55.59,63.04,62.6935
54.37,54.76,88.57,55.71,95.47,62.972
82.79,74.92,78.76,91.35,68.49,77.3585
95.56,65.2,63.46,52.07,89.95,60.33749999999999
54.66,52.36,75.06,84.45,51.58,62.951
63.18,65.42,98.14,90.72,61.61,79.6835
95.12,79.83,51.02,56.54,67.28,64.29249999999999
64.22,44.25,59.98,59.77,83.58,62.3485
82.7,60.01,72.42,82.07,65.97,70.8125
76.74,41.07,81.92,65.78,52.07,62.227
79.82,84.97,60.61,73.82,58.69,68.5945
70.79,78.44,96.57,91.8,62.96,82.3175
65.0,43.76,82.13,56.9,58.8,64.4685
52.43,97.88,93.87,80.98,60.19,80.523
87.21,41.36,66.47,97.12,88.45,77.1305
87.3,75.4,91.45,52.87,70.6,62.811
83.54,86.58,68.91,53.0,70.26,59.8695
82.18,87.27,62.64,77.74,98.33,71.02399999999999
62.19,42.06,95.58,98.0,72.34,85.94
51.12,94.38,54.61,61.02,96.38,76.5675
90.44,95.11,97.14,66.54,64.95,74.862
